category_list,funding_total_usd,country_code,funding_rounds,label,Num_of_investor,funding_duration,first_funding_at_UTC,last_funding_at_UTC
analytics businessintelligence enterprisesoftware webdevelopment,129000000.0,USA,3,0,12.0,1050.0,15461.0,16511
advertising b2b healthandwellness salesandmarketing,100000.0,CAN,1,0,1.0,0.0,14883.0,14883
hardware+software television video,9019109.0,USA,8,0,1.0,1653.0,14900.0,16553
artificialintelligence finance venturecapital,1235000.0,USA,3,0,4.0,835.0,15705.0,16540
hospitality restaurants services,5000000.0,CAN,1,0,2.0,0.0,12167.0,12167
hardware+software,1971253.0,USA,3,0,1.0,758.0,14501.0,15259
curatedweb video,3200000.0,USA,1,0,8.0,0.0,16532.0,16532
analytics enterprisesoftware internetofthings m2m smartgrid,25700000.0,CAN,3,0,6.0,509.0,16058.0,16567
security,177683533.0,USA,9,0,27.0,3676.0,13046.0,16722
bitcoin cloudmanagement finance fintech,11000000.0,CAN,3,0,6.0,176.0,16091.0,16267
finance fintech,3920000.0,TUN,1,0,1.0,0.0,14741.0,14741
automotive locationbasedservices mobile realtime software transportation travel,2000000.0,TUR,1,0,2.0,0.0,15880.0,15880
security,5250000.0,USA,2,1,3.0,1348.0,13006.0,14354
e-commerce technology,44700000.0,CHN,5,1,11.0,1218.0,13208.0,14426
analytics,264993.0,KOR,1,0,1.0,0.0,15575.0,15575
mobile,3000000.0,FIN,3,0,11.0,1165.0,15411.0,16576
finance personalfinance,941049.0,DEU,2,0,4.0,279.0,16296.0,16575
hardware+software,4788800.0,FIN,1,1,1.0,0.0,13188.0,13188
game,20265.0,BRA,1,0,1.0,0.0,16102.0,16102
cloudcomputing clouddataservices enterprisesoftware storage,20825000.0,USA,5,0,16.0,1045.0,14975.0,16020
education tutoring video,20000.0,USA,1,0,1.0,0.0,15874.0,15874
bitcoin cloudcomputing enterprisehardware,394104.0,DEU,1,0,1.0,0.0,15826.0,15826
bitcoin e-commerce,2300000.0,USA,1,1,3.0,0.0,16547.0,16547
software,2000000.0,CHN,1,0,1.0,0.0,13300.0,13300
software,7000000.0,ROM,1,0,2.0,0.0,13853.0,13853
e-commerce,500000.0,IND,2,0,6.0,266.0,16503.0,16769
realtime restaurants search,800000.0,USA,1,0,2.0,0.0,15286.0,15286
consumerelectronics hardware+software healthandwellness homeautomation internetofthings quantifiedself,1370000.0,USA,1,0,8.0,0.0,16478.0,16478
bitcoin crowdfunding e-commerce,6936000.0,JPN,4,0,5.0,386.0,16273.0,16659
mobile,21000000.0,USA,4,1,17.0,1097.0,12233.0,13330
bitcoin datacenters hardware semiconductors,60000000.0,USA,3,0,13.0,405.0,16220.0,16625
cloudsecurity mobile,35000000.0,USA,2,0,5.0,515.0,15772.0,16287
bitcoin financialservices security,12000000.0,USA,2,0,12.0,80.0,16237.0,16317
internet,31711985.0,CAN,5,0,6.0,319.0,16265.0,16584
contentdelivery videoondemand videostreaming webhosting,2500000.0,USA,1,0,2.0,0.0,14092.0,14092
gadget games tablets,25000.0,USA,3,0,3.0,1305.0,15095.0,16400
software,2000000.0,CAN,1,0,2.0,0.0,16399.0,16399
fashion,1500000.0,USA,1,0,2.0,0.0,15843.0,15843
cloudcomputing identity identitymanagement saas software,8900000.0,USA,2,0,21.0,318.0,15812.0,16130
hardware+software,130000.0,USA,1,1,1.0,0.0,13788.0,13788
apps bigdata computervision media mobile startups,910000.0,CAN,2,0,4.0,278.0,15935.0,16213
analytics brandmarketing computers curatedweb publishing salesandmarketing socialmedia software,31400000.0,USA,6,0,30.0,1652.0,13879.0,15531
semiconductors,31400000.0,USA,2,0,1.0,253.0,13514.0,13767
bitcoin e-commerce payments,14500000.0,USA,2,0,15.0,263.0,16100.0,16363
internet,30000.0,CHL,1,0,2.0,0.0,16504.0,16504
bitcoin finance mobilepayments payments,1921592.0,USA,5,0,8.0,738.0,15949.0,16687
curatedweb,13300000.0,USA,2,0,10.0,428.0,12234.0,12662
bitcoin finance,32510000.0,USA,3,0,18.0,491.0,15712.0,16203
bitcoin payments,1700000.0,KEN,2,0,5.0,404.0,16071.0,16475
advertising auctions,1931647.0,GBR,2,0,6.0,263.0,16054.0,16317
analytics bigdata fitness healthandwellness,40000.0,CHL,1,0,1.0,0.0,15826.0,15826
startups,420000.0,USA,2,0,1.0,351.0,16314.0,16665
security,48035000.0,USA,3,0,13.0,1532.0,15079.0,16611
bitcoin finance fintech payments,41250.0,HKG,1,0,1.0,0.0,16252.0,16252
bitcoin,10000000.0,GBR,1,0,1.0,0.0,16056.0,16056
3d 3dtechnology android augmentedreality construction manufacturing virtualworlds,665000.0,USA,1,0,1.0,0.0,16328.0,16328
curatedweb digitalmedia entertainment messaging,11000000.0,CAN,2,0,4.0,321.0,16051.0,16372
apps peer-to-peer software,35750000.0,USA,3,0,6.0,1111.0,13027.0,14138
bitcoin financetechnology security software,4900000.0,USA,4,0,34.0,436.0,16091.0,16527
bigdata realtime software,4750000.0,USA,2,0,2.0,274.0,16147.0,16421
bitcoin enterprisesoftware financialservices software,750000.0,USA,2,0,7.0,343.0,16415.0,16758
mobile wireless,27550000.0,USA,4,0,6.0,2135.0,12418.0,14553
messaging,22500000.0,USA,2,0,2.0,1008.0,13149.0,14157
financialservices,4800000.0,SGP,2,0,3.0,336.0,16301.0,16637
analytics bigdata internet saas,10000000.0,USA,3,0,7.0,394.0,15210.0,15604
mobility software,6333407.0,USA,2,1,2.0,400.0,15321.0,15721
analytics healthandwellness healthcare,2275000.0,USA,2,0,1.0,294.0,16183.0,16477
security,40800000.0,USA,6,0,16.0,3083.0,11139.0,14222
manufacturing,1000000.0,CAN,1,0,1.0,0.0,15960.0,15960
design designers e-commerce fashion,45000.0,ARG,2,1,1.0,0.0,15218.0,15218
energy,25000.0,USA,1,0,1.0,0.0,14714.0,14714
analytics,24300000.0,USA,3,1,9.0,1819.0,12192.0,14011
messaging,8000000.0,USA,1,1,2.0,0.0,14292.0,14292
e-commerce,50000000.0,CHN,2,0,2.0,241.0,14610.0,14851
fitness saas software startups,870000.0,USA,2,0,8.0,0.0,15092.0,15092
software,365000.0,USA,2,0,1.0,181.0,14853.0,15034
businessservices enterprisesoftware finance fintech localbusinesses smallandmediumbusinesses,5100000.0,USA,1,0,1.0,0.0,16353.0,16353
saas,25000.0,RUS,1,0,1.0,0.0,16040.0,16040
businessservices humanresources smallandmediumbusinesses,823712.033567913,JPN,1,0,2.0,0.0,16734.0,16734
analytics finance startups,10548000.0,USA,4,0,15.0,1090.0,15218.0,16308
advertising,28500000.0,USA,4,1,9.0,1862.0,14019.0,15881
curatedweb entrepreneur startups travel,40000.0,GBR,1,1,1.0,0.0,15754.0,15754
businessservices networking services,3200000.0,USA,1,0,1.0,0.0,11528.0,11528
businessservices crm visualization,100000.0,USA,1,0,1.0,0.0,15918.0,15918
reputation reviewsandrecommendations socialmedia,250000.0,USA,1,0,1.0,0.0,15586.0,15586
humanresources services technology,2213123.0,JPN,1,0,1.0,0.0,14686.0,14686
e-commerce,700000.0,USA,1,0,2.0,0.0,15818.0,15818
events locationbasedservices mobile networking socialmedia,4000000.0,ISR,2,0,5.0,805.0,15491.0,16296
software,1700000.0,USA,1,0,2.0,0.0,13675.0,13675
wholesale,2500000.0,IDN,1,0,1.0,0.0,16622.0,16622
informationtechnology internet software,5500000.0,USA,2,0,3.0,79.0,16085.0,16164
mobile,3700000.0,FIN,2,0,4.0,305.0,14974.0,15279
advertising analytics media publishing socialmediamarketing,13001842.0,USA,4,0,4.0,670.0,15737.0,16407
advertising bigdataanalytics curatedweb digitalsignage marketresearch media salesandmarketing,180000.0,USA,3,0,1.0,921.0,15522.0,16443
collaborativeconsumption peer-to-peer transportation travel,336521944.31335497,FRA,3,0,11.0,1340.0,15355.0,16695
onlinedating,200000.0,RUS,1,0,1.0,0.0,15765.0,15765
opensource software softwarecompliance,75500000.0,USA,8,0,49.0,3950.0,12625.0,16575
services,8000000.0,USA,1,0,2.0,0.0,12916.0,12916
internetserviceproviders security,9500000.0,USA,2,1,2.0,166.0,16001.0,16167
curatedweb,100000000.0,USA,1,0,1.0,0.0,15218.0,15218
games,20265.0,CHN,1,0,1.0,0.0,16102.0,16102
energy,10500000.0,CAN,1,0,2.0,0.0,16764.0,16764
electronics semiconductormanufacturingequipment semiconductors,28200000.0,USA,3,1,6.0,1660.0,13724.0,15384
advertising,59763076.0,USA,5,1,19.0,2359.0,12753.0,15112
entertainment games videogames,19889.0,IND,1,0,1.0,0.0,15918.0,15918
enterprisesoftware mobile mobility onlinescheduling,6246474.0,GBR,2,0,2.0,3037.0,13237.0,16274
hardware+software mobile rim wireless,1000000000.0,CAN,1,1,1.0,0.0,16013.0,16013
cloudcomputing enterprisesoftware humanresources saas software weddings,1250000.0,USA,1,0,2.0,0.0,15218.0,15218
datacenters defense geospatial,22000000.0,CAN,1,0,2.0,0.0,16206.0,16206
webhosting,2500000.0,USA,1,0,2.0,0.0,13312.0,13312
analytics,1270324.0,GBR,1,0,2.0,0.0,15656.0,15656
software,3135000.0,USA,2,0,31.0,178.0,15461.0,15639
professionalservices publictransportation startups technology,22531561.0,DEU,6,0,19.0,1167.0,15218.0,16385
enterprisesoftware saas,220000000.0,USA,1,0,2.0,0.0,15933.0,15933
analytics,2500000.0,USA,2,1,3.0,546.0,14610.0,15156
e-commerce enterprisesoftware logistics saas wineandspirits,2623007.0,CAN,3,0,1.0,1084.0,14882.0,15966
manufacturing,5465777.0,GBR,1,0,1.0,0.0,15553.0,15553
advertising apps brandmarketing creative design film internet mobile publicrelations salesandmarketing seo services socialmedia technology video,2700000.0,IDN,2,0,1.0,245.0,15959.0,16204
software,12600000.0,USA,1,0,5.0,0.0,11479.0,11479
software,13500150.0,USA,2,0,1.0,3045.0,12369.0,15414
analytics,8406249.0,DNK,3,0,7.0,704.0,15886.0,16590
games,5926462.0,USA,2,0,3.0,217.0,14351.0,14568
cloudcomputing storage webhosting,10000000.0,USA,1,1,3.0,0.0,14496.0,14496
infrastructure software,17000000.0,USA,2,1,8.0,961.0,12079.0,13040
manufacturing,205510.0,GBR,1,0,1.0,0.0,16130.0,16130
e-commerce fashion masscustomization onlineshopping shopping,1100000.0,USA,1,0,7.0,0.0,16548.0,16548
games,1611610.0,IRL,1,0,2.0,0.0,13835.0,13835
applicationplatforms game mobile,128865.0,CHN,1,0,1.0,0.0,15819.0,15819
lifesciences,100000.0,USA,1,0,1.0,0.0,13369.0,13369
automotive hardware hardware+software manufacturing productdesign recycling startups,500000.0,GBR,2,0,4.0,440.0,15675.0,16115
advertising,7500000.0,USA,2,0,5.0,0.0,12784.0,12784
hardware+software,10000000.0,USA,1,0,3.0,0.0,13584.0,13584
software,1000000.0,CAN,1,1,3.0,0.0,14921.0,14921
healthcare,200000.0,USA,2,0,1.0,952.0,15455.0,16407
computers developertools enterprisesoftware informationservices informationtechnology paas saas software testing,7700000.0,USA,2,0,4.0,889.0,15314.0,16203
enterprisesoftware,51275260.0,USA,7,0,17.0,4397.0,11688.0,16085
bigdataanalytics,118000.0,USA,1,0,1.0,0.0,16600.0,16600
bloggingplatforms publishing sports,40500000.0,USA,5,0,11.0,1392.0,13818.0,15210
hardware+software healthandwellness mhealth,100000.0,GBR,1,0,1.0,0.0,15949.0,15949
search,60200000.0,USA,9,1,25.0,2104.0,13757.0,15861
mobile mobileadvertising photosharing socialmedia,9000000.0,USA,3,0,28.0,380.0,16182.0,16562
healthcareservices healthdiagnostics medical nanotechnology therapeutics,45801164.0,USA,4,0,9.0,1097.0,15345.0,16442
financialservices,5000000.0,ISR,1,0,2.0,0.0,16628.0,16628
coworking officespace realestate sharedservices,3000000.0,USA,1,0,2.0,0.0,16601.0,16601
enterprises software,25000.0,USA,1,0,1.0,0.0,14064.0,14064
news,3800000.0,NLD,1,0,2.0,0.0,16369.0,16369
apps,25000.0,USA,1,0,1.0,0.0,16750.0,16750
education software videoconferencing,2100000.0,GBR,2,0,4.0,919.0,14975.0,15894
enterprisesoftware loyaltyprograms mobile nfc payments socialmedia,28000000.0,USA,2,0,2.0,120.0,14427.0,14547
content journalism locationbasedservices media news photography productdevelopmentservices realtime saas search video,1025000.0,USA,2,0,4.0,365.0,16130.0,16495
software,20000000.0,JPN,1,0,3.0,0.0,16370.0,16370
electronics,5800000.0,USA,1,0,2.0,0.0,16755.0,16755
apps hotels internet mobile onlinereservations travel,4400000.0,ESP,1,1,8.0,0.0,15400.0,15400
music videostreaming,6000000.0,GBR,2,0,7.0,1302.0,13879.0,15181
photography,553000.0,USA,2,0,1.0,357.0,16083.0,16440
analytics bigdataanalytics socialmedia socialtelevision sports,900000.0,USA,1,0,9.0,0.0,16336.0,16336
hardware lighting manufacturing,25000.0,USA,1,0,2.0,0.0,15728.0,15728
apps,100000.0,USA,1,0,1.0,0.0,16375.0,16375
mobile,45290624.0,CAN,6,0,10.0,1707.0,15012.0,16719
advertising games television video videostreaming webhosting,27300000.0,USA,7,1,10.0,2343.0,13208.0,15551
advertising augmentedreality computervision education imagerecognition mobile wearables,45000000.0,USA,2,0,2.0,1161.0,15342.0,16503
mobile,12931223.0,USA,2,0,12.0,98.0,14623.0,14721
consumergoods e-commerce onlineshopping,300000.0,THA,1,0,3.0,0.0,16534.0,16534
advertising appmarketing apps auctions locationbasedservices mobile nfc tablets wireless,2341414.0,GBR,2,0,4.0,1795.0,13514.0,15309
consumerlending creditcards financialservices mobilepayments,1249999.0,USA,1,0,3.0,0.0,16420.0,16420
biotechnology,500000.0,USA,1,0,3.0,0.0,15013.0,15013
art e-commerce flashsales retail,5575000.0,USA,3,0,16.0,657.0,15905.0,16562
games,1200000.0,USA,1,0,1.0,0.0,16550.0,16550
apps,500000.0,CAN,1,0,4.0,0.0,16575.0,16575
android education ios webdesign webdevelopment,8250000.0,USA,3,0,10.0,922.0,15470.0,16392
healthcare,9378646.0,USA,3,0,2.0,960.0,15789.0,16749
curatedweb,500000.0,USA,1,1,1.0,0.0,15512.0,15512
locationbasedservices mobile,1000000.0,USA,1,1,8.0,0.0,14756.0,14756
bitcoin cloudinfrastructure,3500000.0,USA,2,0,21.0,74.0,16375.0,16449
hardware+software wearables,360000.0,GBR,2,0,2.0,54.0,16667.0,16721
frauddetection identity riskmanagement software,2025000.0,USA,2,0,7.0,389.0,15857.0,16246
design,3520000.0,USA,2,0,3.0,378.0,16267.0,16645
bitcoin payments,21000000.0,CAN,1,0,12.0,0.0,16391.0,16391
finance insurance tracking,118000.0,GBR,1,0,1.0,0.0,16517.0,16517
bigdataanalytics bitcoin informationtechnology services,669209.0,USA,1,0,1.0,0.0,16300.0,16300
informationservices,53098.7855342482,GBR,2,0,2.0,100.0,16535.0,16635
analytics businessanalytics energymanagement,25000.0,USA,1,0,1.0,0.0,16129.0,16129
curatedweb,6536608.0,USA,3,0,6.0,1183.0,13514.0,14697
news,8340000.0,CHN,3,0,6.0,488.0,12600.0,13088
advertising bloggingplatforms brandmarketing socialmedia software startups,8200000.0,USA,2,0,4.0,551.0,15407.0,15958
bloggingplatforms curatedweb journalism,125000.0,ISR,1,0,2.0,0.0,14031.0,14031
bloggingplatforms curatedweb women,15500000.0,USA,3,1,6.0,669.0,13709.0,14378
bloggingplatforms software,20000.0,USA,1,0,1.0,0.0,15140.0,15140
curatedweb,11065763.070472099,SWE,5,0,16.0,1223.0,15499.0,16722
broadcasting chat games,3000000.0,ISR,1,1,1.0,0.0,13514.0,13514
curatedweb paas saas socialmedia software,70000.0,ROM,1,0,1.0,0.0,15706.0,15706
cad creative design games kids software toys,600000.0,USA,1,0,1.0,0.0,15949.0,15949
e-commerce socialcommerce socialmedia,1573650.0,ITA,1,0,1.0,0.0,15544.0,15544
dataintegration healthcareinformationtechnology medical,50000.0,USA,1,0,2.0,0.0,16205.0,16205
healthandwellness,20000.0,MEX,1,0,1.0,0.0,16485.0,16485
mobile,4770000.0,USA,4,0,9.0,518.0,15210.0,15728
applicationplatforms medical services,3000000.0,USA,1,0,6.0,0.0,12017.0,12017
analytics chat content ediscovery messaging socialmedia,158865.0,GBR,2,0,4.0,153.0,15218.0,15371
healthandinsurance healthandwellness healthcare healthcareinformationtechnology,5000000.0,USA,2,0,2.0,288.0,14616.0,14904
consumerelectronics consumergoods eldercare socialmedia technology wearables,1000000.0,USA,1,0,2.0,0.0,16489.0,16489
cleantechnology,1110000000.0,USA,6,0,21.0,2583.0,13879.0,16462
e-commerce,3878283.0,GBR,1,0,4.0,0.0,16643.0,16643
biotechnology,85000000.0,CHN,1,0,1.0,0.0,16745.0,16745
education,12200000.0,USA,3,0,6.0,1521.0,15095.0,16616
bloggingplatforms collaboration education socialmedia software training video webtools,20000000.0,USA,3,0,5.0,429.0,15425.0,15854
e-commerce flowers,7150000.0,USA,2,0,12.0,348.0,16002.0,16350
startups,3935960.0,NLD,1,0,1.0,0.0,16680.0,16680
enterprisesoftware,41000000.0,USA,3,0,7.0,1508.0,14123.0,15631
e-commerce flashsales,51050000.0,USA,4,1,18.0,942.0,14245.0,15187
consumergoods e-commerce flowers mobile,7600000.0,USA,2,0,24.0,490.0,16107.0,16597
finance investmentmanagement,4000000.0,USA,1,0,5.0,0.0,16723.0,16723
software startups userexperiencedesign,40000.0,USA,1,0,4.0,0.0,15425.0,15425
content journalism news,769035.0,GBR,2,0,4.0,9.0,15748.0,15757
manufacturing,34392386.0,CHN,3,0,3.0,1371.0,14700.0,16071
beauty mobile,975000.0,USA,2,0,1.0,173.0,16093.0,16266
entertainment games,50000000.0,USA,1,0,1.0,0.0,13818.0,13818
healthandwellness,7070000.0,USA,5,0,1.0,1322.0,14958.0,16280
realestate,197500000.0,USA,5,0,6.0,1350.0,15099.0,16449
hardware+software,3030502.0,GBR,1,0,3.0,0.0,15960.0,15960
analytics applicationplatforms apps internetofthings mobile mobilecommerce retail saas sensors,40000.0,CHL,1,0,1.0,0.0,16316.0,16316
analytics databases internet technology,100000.0,IND,2,0,1.0,521.0,16161.0,16682
applicationplatforms computers software,968755.0,FIN,6,0,2.0,480.0,16216.0,16696
contentcreators digitalmedia entertainment events television,65500000.0,CAN,3,0,9.0,609.0,15309.0,15918
cooking delivery e-commerce hospitality,193000000.0,USA,4,0,28.0,840.0,15755.0,16595
curatedweb fashion lifestyle,63906.0,GBR,1,0,2.0,0.0,15591.0,15591
coffee e-commerce,115700000.0,USA,3,0,30.0,1250.0,15340.0,16590
cloudmanagement enterprisesoftware,26600000.0,USA,6,1,6.0,797.0,15644.0,16441
informationtechnology,658543.0,USA,2,0,2.0,326.0,15005.0,15331
directmarketing marketingautomation salesandmarketing,160056.0,CHE,2,0,2.0,17.0,15505.0,15522
software,125000.0,GBR,1,0,1.0,0.0,15567.0,15567
news,1310000.0,USA,1,0,4.0,0.0,14803.0,14803
software,13500000.0,USA,5,0,6.0,1119.0,14825.0,15944
android apps ipad iphone publishing travel,98262.0,GBR,1,0,1.0,0.0,16219.0,16219
mobile,23692500.0,USA,2,0,3.0,670.0,15897.0,16567
clinicaltrials diagnostics medical,28040440.0,GBR,1,0,1.0,0.0,16639.0,16639
cleantechnology,5170000.0,USA,1,0,1.0,0.0,13453.0,13453
analytics,6000000.0,USA,1,0,1.0,0.0,12935.0,12935
publicrelations,10235710.0,CHN,2,0,2.0,1887.0,14031.0,15918
software,1249990.0,USA,2,0,3.0,1047.0,13665.0,14712
hospitality,180000.0,USA,2,0,1.0,1204.0,13356.0,14560
biotechnology,3680000.0,USA,1,0,3.0,0.0,13529.0,13529
webhosting,55000000.0,BRA,1,0,1.0,0.0,15337.0,15337
chat collaboration enterprisesoftware saas software videoconferencing,175000000.0,USA,5,0,20.0,2152.0,14549.0,16701
webhosting,13400000.0,USA,1,1,2.0,0.0,12815.0,12815
e-commerce,2000000.0,USA,1,0,1.0,0.0,12996.0,12996
games,300000.0,USA,1,0,1.0,0.0,14837.0,14837
enterprisesoftware,5850000.0,USA,2,0,6.0,903.0,15712.0,16615
apps services smallandmediumbusinesses,400000.0,KOR,1,0,1.0,0.0,16512.0,16512
consumers e-commerce retail,49000000.0,USA,2,1,10.0,462.0,11064.0,11526
aerospace defense solar,200000000.0,USA,1,0,1.0,0.0,16693.0,16693
bigdataanalytics curatedweb recruiting,25000.0,USA,1,0,1.0,0.0,16083.0,16083
computers digitalmedia technology,20000.0,USA,1,0,1.0,0.0,15994.0,15994
software,25732374.0,USA,4,0,7.0,1712.0,14798.0,16510
consulting services software,19200000.0,USA,1,1,8.0,0.0,15179.0,15179
curatedweb,16680511.0,USA,3,0,6.0,3703.0,11607.0,15310
agriculture hardware+software,13345000.0,USA,3,0,7.0,555.0,15593.0,16148
enterprises internet ios software,701204.0,GBR,3,0,3.0,630.0,15887.0,16517
software,3000000.0,USA,1,0,1.0,0.0,16000.0,16000
digitalentertainment mobile sports,20000.0,USA,1,0,1.0,0.0,16436.0,16436
security,3000000.0,TAN,1,0,1.0,0.0,12877.0,12877
batteries cleantechnology,24306925.0,USA,5,0,1.0,3083.0,13598.0,16681
energy renewableenergies utilities,27000000.0,USA,1,0,1.0,0.0,16478.0,16478
apps lifestyle mobile pricecomparison,4000000.0,USA,2,0,4.0,238.0,15995.0,16233
analytics businessanalytics e-commerce mobilecommerce predictiveanalytics retailtechnology saas,2121750.0,USA,4,0,6.0,672.0,16069.0,16741
publicrelations,4000000.0,USA,1,0,3.0,0.0,13047.0,13047
bigdataanalytics predictiveanalytics productivitysoftware,75000000.0,DEU,1,0,1.0,0.0,16420.0,16420
webhosting,221000000.0,USA,7,1,20.0,4591.0,10227.0,14818
cleantechnology,81000000.0,CAN,1,0,2.0,0.0,16377.0,16377
games,600000.0,CAN,1,0,1.0,0.0,15902.0,15902
informationtechnology,1965121.0,NLD,1,0,1.0,0.0,16575.0,16575
webhosting,6124490.0,GBR,1,0,2.0,0.0,14904.0,14904
biotechnology,150500000.0,USA,6,1,21.0,2942.0,12698.0,15640
employerbenefitsprograms enterprisesoftware healthandwellness humanresources incentives lifestyle,2075000.0,USA,2,0,9.0,189.0,16455.0,16644
security,27500000.0,USA,2,0,9.0,580.0,15510.0,16090
enterprisesoftware mobile mobilesecurity,11500000.0,ITA,2,0,3.0,374.0,15993.0,16367
curatedweb,4750000.0,USA,4,0,8.0,274.0,16329.0,16603
computers enterprisesoftware networking virtualization,27800000.0,CAN,2,0,3.0,631.0,14545.0,15176
advertising software,51745818.0,USA,8,0,5.0,1780.0,14900.0,16680
software startups webdevelopment,4667517.0,USA,1,0,4.0,0.0,16314.0,16314
bigdata internetmarketing marketingautomation multi-levelmarketing optimization realtime,8900000.0,USA,4,0,7.0,1765.0,14822.0,16587
mobilecommerce socialmedia,31600000.0,CHN,2,0,3.0,253.0,16124.0,16377
bigdata bigdataanalytics software,39000000.0,USA,3,0,13.0,922.0,15750.0,16672
biotechnology,2500000.0,CAN,1,0,1.0,0.0,16448.0,16448
licensing mobile payments technology,2784223.0,AUS,6,0,2.0,461.0,15980.0,16441
android email iphone mobile sms soccer sports,2727683.0,USA,4,0,15.0,1432.0,15145.0,16577
analytics search socialtelevision video,20350000.0,USA,4,1,13.0,1393.0,13970.0,15363
cybersecurity,16000000.0,USA,2,0,9.0,567.0,12004.0,12571
e-commerce,24600000.0,USA,4,1,4.0,4152.0,11961.0,16113
e-commerce,1070000.0,IND,5,0,8.0,1296.0,15371.0,16667
diabetes medical medicaldevices,4500000.0,USA,1,0,3.0,0.0,16281.0,16281
